CustomerTransactionID,CustomerID,TransactionTypeID,InvoiceID,PaymentMethodID,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
369917,834,3,,4,2019-01-04,.00,.00,-1005.33,.00,2019-01-04,True,5,2019-01-04 11:30:00.0000000
369919,401,1,76637,,2019-01-04,1512.00,226.80,1738.80,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369921,1,1,76638,,2019-01-04,1728.00,259.20,1987.20,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369925,1,1,76639,,2019-01-04,2211.00,331.65,2542.65,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369931,830,1,76640,,2019-01-04,1645.60,246.84,1892.44,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369935,401,1,76641,,2019-01-04,1395.00,209.25,1604.25,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369940,836,1,76642,,2019-01-04,889.30,133.40,1022.70,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369943,940,1,76643,,2019-01-04,350.00,52.50,402.50,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369946,1,1,76644,,2019-01-04,380.00,57.00,437.00,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369952,401,1,76645,,2019-01-04,3382.00,507.30,3889.30,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369953,1,3,,4,2019-01-05,.00,.00,-4966.85,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369954,401,3,,4,2019-01-05,.00,.00,-7232.35,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369955,830,3,,4,2019-01-05,.00,.00,-1892.44,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369956,836,3,,4,2019-01-05,.00,.00,-1022.70,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369957,940,3,,4,2019-01-05,.00,.00,-402.50,.00,2019-01-05,True,2,2019-01-05 11:30:00.0000000
369962,401,1,76646,,2019-01-05,4030.25,604.54,4634.79,.00,2019-01-06,True,6,2019-01-06 11:30:00.0000000
369967,401,1,76647,,2019-01-05,770.00,115.50,885.50,.00,2019-01-06,True,6,2019-01-06 11:30:00.0000000
369970,401,1,76648,,2019-01-05,143.00,21.45,164.45,.00,2019-01-06,True,6,2019-01-06 11:30:00.0000000
369971,401,3,,4,2019-01-06,.00,.00,-5684.74,.00,2019-01-06,True,6,2019-01-06 11:30:00.0000000
369985,1,1,76649,,2019-01-07,1944.00,291.60,2235.60,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
369987,401,1,76650,,2019-01-07,888.00,133.20,1021.20,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
369989,1,1,76651,,2019-01-07,2240.00,336.00,2576.00,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
369993,1,1,76652,,2019-01-07,217.00,32.55,249.55,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
369996,1,1,76653,,2019-01-07,2215.50,332.33,2547.83,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370002,1,1,76654,,2019-01-07,3386.80,508.02,3894.82,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370005,401,1,76655,,2019-01-07,815.00,122.25,937.25,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370008,401,1,76656,,2019-01-07,2088.00,313.20,2401.20,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370012,401,1,76657,,2019-01-07,367.00,55.05,422.05,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370016,838,1,76658,,2019-01-07,4060.00,609.00,4669.00,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370025,1,3,,4,2019-01-08,.00,.00,-11503.80,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370026,401,3,,4,2019-01-08,.00,.00,-4781.70,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370027,838,3,,4,2019-01-08,.00,.00,-4669.00,.00,2019-01-08,True,7,2019-01-08 11:30:00.0000000
370029,401,1,76659,,2019-01-08,648.00,97.20,745.20,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370032,401,1,76660,,2019-01-08,1678.50,251.78,1930.28,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370035,919,1,76661,,2019-01-08,168.00,25.20,193.20,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370039,836,1,76662,,2019-01-08,654.20,98.13,752.33,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370048,401,3,,4,2019-01-09,.00,.00,-2675.48,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370049,836,3,,4,2019-01-09,.00,.00,-752.33,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370050,919,3,,4,2019-01-09,.00,.00,-193.20,.00,2019-01-09,True,10,2019-01-09 11:30:00.0000000
370052,1,1,76663,,2019-01-09,1512.00,226.80,1738.80,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370054,820,1,76664,,2019-01-09,1728.00,259.20,1987.20,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370057,851,1,76665,,2019-01-09,256.80,38.52,295.32,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370063,919,1,76666,,2019-01-09,2473.75,371.06,2844.81,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370068,1,1,76667,,2019-01-09,3547.20,532.08,4079.28,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370077,1,3,,4,2019-01-10,.00,.00,-5818.08,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370078,820,3,,4,2019-01-10,.00,.00,-1987.20,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370079,851,3,,4,2019-01-10,.00,.00,-295.32,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370080,919,3,,4,2019-01-10,.00,.00,-2844.81,.00,2019-01-10,True,18,2019-01-10 11:30:00.0000000
370082,401,1,76668,,2019-01-10,2240.00,336.00,2576.00,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370087,964,1,76669,,2019-01-10,1403.60,210.54,1614.14,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370090,1,1,76670,,2019-01-10,2475.00,371.25,2846.25,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370095,993,1,76671,,2019-01-10,753.50,113.03,866.53,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370101,401,1,76672,,2019-01-10,1974.20,275.61,2249.81,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370104,401,1,76673,,2019-01-10,281.00,42.15,323.15,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370109,907,1,76674,,2019-01-10,5131.00,769.65,5900.65,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370118,1,3,,4,2019-01-11,.00,.00,-2846.25,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370119,401,3,,4,2019-01-11,.00,.00,-5148.96,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370120,907,3,,4,2019-01-11,.00,.00,-5900.65,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370121,964,3,,4,2019-01-11,.00,.00,-1614.14,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370122,993,3,,4,2019-01-11,.00,.00,-866.53,.00,2019-01-11,True,17,2019-01-11 11:30:00.0000000
370124,1036,1,76675,,2019-01-11,1728.00,259.20,1987.20,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370126,401,1,76676,,2019-01-11,621.60,93.24,714.84,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370131,802,1,76677,,2019-01-11,2787.00,418.05,3205.05,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370134,1045,1,76678,,2019-01-11,547.20,82.08,629.28,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370138,844,1,76679,,2019-01-11,957.50,143.63,1101.13,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370144,1,1,76680,,2019-01-11,1207.30,181.10,1388.40,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370148,996,1,76681,,2019-01-11,3198.00,479.70,3677.70,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370154,916,1,76682,,2019-01-11,2235.00,335.25,2570.25,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370160,890,1,76683,,2019-01-11,4755.20,703.02,5458.22,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370161,1,3,,4,2019-01-12,.00,.00,-1388.40,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370162,401,3,,4,2019-01-12,.00,.00,-714.84,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370163,802,3,,4,2019-01-12,.00,.00,-3205.05,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370164,844,3,,4,2019-01-12,.00,.00,-1101.13,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370165,890,3,,4,2019-01-12,.00,.00,-5458.22,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370166,916,3,,4,2019-01-12,.00,.00,-2570.25,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370167,996,3,,4,2019-01-12,.00,.00,-3677.70,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370168,1036,3,,4,2019-01-12,.00,.00,-1987.20,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370169,1045,3,,4,2019-01-12,.00,.00,-629.28,.00,2019-01-12,True,11,2019-01-12 11:30:00.0000000
370174,1,1,76684,,2019-01-12,1840.00,276.00,2116.00,.00,2019-01-13,True,3,2019-01-13 11:30:00.0000000
370178,401,1,76685,,2019-01-12,259.20,28.62,287.82,.00,2019-01-13,True,3,2019-01-13 11:30:00.0000000
370182,1,1,76686,,2019-01-12,1195.00,179.25,1374.25,.00,2019-01-13,True,3,2019-01-13 11:30:00.0000000
370183,1,3,,4,2019-01-13,.00,.00,-3490.25,.00,2019-01-13,True,3,2019-01-13 11:30:00.0000000
370184,401,3,,4,2019-01-13,.00,.00,-287.82,.00,2019-01-13,True,3,2019-01-13 11:30:00.0000000
370196,1,1,76687,,2019-01-14,1728.00,259.20,1987.20,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370201,401,1,76688,,2019-01-14,2123.50,318.53,2442.03,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370206,943,1,76689,,2019-01-14,3180.00,477.00,3657.00,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370211,877,1,76690,,2019-01-14,3677.00,551.55,4228.55,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370220,1,3,,4,2019-01-15,.00,.00,-1987.20,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370221,401,3,,4,2019-01-15,.00,.00,-2442.03,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370222,877,3,,4,2019-01-15,.00,.00,-4228.55,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370223,943,3,,4,2019-01-15,.00,.00,-3657.00,.00,2019-01-15,True,12,2019-01-15 11:30:00.0000000
370225,898,1,76691,,2019-01-15,1728.00,259.20,1987.20,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370227,1041,1,76692,,2019-01-15,1512.00,226.80,1738.80,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370233,954,1,76693,,2019-01-15,2879.40,431.91,3311.31,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370238,1,1,76694,,2019-01-15,3126.00,468.90,3594.90,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370241,1023,1,76695,,2019-01-15,1715.00,257.25,1972.25,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370246,401,1,76696,,2019-01-15,1599.00,239.85,1838.85,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370252,1,1,76697,,2019-01-15,2415.50,362.33,2777.83,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370255,1,1,76698,,2019-01-15,848.00,127.20,975.20,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370264,1,3,,4,2019-01-16,.00,.00,-7347.93,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370265,401,3,,4,2019-01-16,.00,.00,-1838.85,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370266,898,3,,4,2019-01-16,.00,.00,-1987.20,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370267,954,3,,4,2019-01-16,.00,.00,-3311.31,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370268,1023,3,,4,2019-01-16,.00,.00,-1972.25,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370269,1041,3,,4,2019-01-16,.00,.00,-1738.80,.00,2019-01-16,True,4,2019-01-16 11:30:00.0000000
370271,890,1,76699,,2019-01-16,2560.00,384.00,2944.00,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370273,401,1,76700,,2019-01-16,621.60,93.24,714.84,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370279,401,1,76701,,2019-01-16,6391.80,958.77,7350.57,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370283,1,1,76702,,2019-01-16,496.75,74.51,571.26,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370288,401,1,76703,,2019-01-16,3017.00,452.55,3469.55,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370292,401,1,76704,,2019-01-16,398.00,59.70,457.70,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370298,401,1,76705,,2019-01-16,2319.00,347.85,2666.85,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370304,969,1,76706,,2019-01-16,2158.00,323.70,2481.70,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370313,1,3,,4,2019-01-17,.00,.00,-571.26,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370314,401,3,,4,2019-01-17,.00,.00,-14659.51,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370315,890,3,,4,2019-01-17,.00,.00,-2944.00,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370316,969,3,,4,2019-01-17,.00,.00,-2481.70,.00,2019-01-17,True,13,2019-01-17 11:30:00.0000000
370318,848,1,76707,,2019-01-17,1728.00,259.20,1987.20,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370320,1,1,76708,,2019-01-17,648.00,97.20,745.20,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370326,1,1,76709,,2019-01-17,4626.00,693.90,5319.90,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370332,1,1,76710,,2019-01-17,5821.00,873.15,6694.15,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370338,863,1,76711,,2019-01-17,2157.00,323.55,2480.55,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370343,401,1,76712,,2019-01-17,2216.00,332.40,2548.40,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370347,814,1,76713,,2019-01-17,1121.00,168.15,1289.15,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370356,1,3,,4,2019-01-18,.00,.00,-12759.25,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370357,401,3,,4,2019-01-18,.00,.00,-2548.40,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370358,814,3,,4,2019-01-18,.00,.00,-1289.15,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370359,848,3,,4,2019-01-18,.00,.00,-1987.20,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370360,863,3,,4,2019-01-18,.00,.00,-2480.55,.00,2019-01-18,True,2,2019-01-18 11:30:00.0000000
370362,933,1,76714,,2019-01-18,1512.00,226.80,1738.80,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370364,941,1,76715,,2019-01-18,1512.00,226.80,1738.80,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370368,1097,1,76716,,2019-01-18,2871.60,430.74,3302.34,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370371,813,1,76717,,2019-01-18,244.00,36.60,280.60,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370374,914,1,76718,,2019-01-18,2145.00,321.75,2466.75,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370380,1,1,76719,,2019-01-18,835.00,125.25,960.25,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370386,849,1,76720,,2019-01-18,10585.50,1587.83,12173.33,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370390,1024,1,76721,,2019-01-18,204.50,30.68,235.18,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370395,956,1,76722,,2019-01-18,2540.50,381.08,2921.58,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370396,1,3,,4,2019-01-19,.00,.00,-960.25,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370397,813,3,,4,2019-01-19,.00,.00,-280.60,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370398,849,3,,4,2019-01-19,.00,.00,-12173.33,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370399,914,3,,4,2019-01-19,.00,.00,-2466.75,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370400,933,3,,4,2019-01-19,.00,.00,-1738.80,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370401,941,3,,4,2019-01-19,.00,.00,-1738.80,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370402,956,3,,4,2019-01-19,.00,.00,-2921.58,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370403,1024,3,,4,2019-01-19,.00,.00,-235.18,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370404,1097,3,,4,2019-01-19,.00,.00,-3302.34,.00,2019-01-19,True,14,2019-01-19 11:30:00.0000000
370410,1,1,76723,,2019-01-19,3916.00,587.40,4503.40,.00,2019-01-20,True,10,2019-01-20 11:30:00.0000000
370413,1,1,76724,,2019-01-19,257.60,38.64,296.24,.00,2019-01-20,True,10,2019-01-20 11:30:00.0000000
370414,1,3,,4,2019-01-20,.00,.00,-4799.64,.00,2019-01-20,True,10,2019-01-20 11:30:00.0000000
370427,839,1,76725,,2019-01-21,117.00,17.55,134.55,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370431,932,1,76726,,2019-01-21,4535.00,680.25,5215.25,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370435,1,1,76727,,2019-01-21,318.00,47.70,365.70,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370444,1,3,,4,2019-01-22,.00,.00,-365.70,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370445,839,3,,4,2019-01-22,.00,.00,-134.55,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370446,932,3,,4,2019-01-22,.00,.00,-5215.25,.00,2019-01-22,True,12,2019-01-22 11:30:00.0000000
370448,401,1,76728,,2019-01-22,1512.00,226.80,1738.80,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370450,1,1,76729,,2019-01-22,2240.00,336.00,2576.00,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370452,1,1,76730,,2019-01-22,710.40,106.56,816.96,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370457,935,1,76731,,2019-01-22,1177.25,176.59,1353.84,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370461,1,1,76732,,2019-01-22,1111.00,166.65,1277.65,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370466,401,1,76733,,2019-01-22,918.40,127.50,1045.90,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370471,1,1,76734,,2019-01-22,635.00,95.25,730.25,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370475,1,1,76735,,2019-01-22,1119.60,137.16,1256.76,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370479,1,1,76736,,2019-01-22,1709.60,256.44,1966.04,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370488,1,3,,4,2019-01-23,.00,.00,-8623.66,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370489,401,3,,4,2019-01-23,.00,.00,-2784.70,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370490,935,3,,4,2019-01-23,.00,.00,-1353.84,.00,2019-01-23,True,5,2019-01-23 11:30:00.0000000
370492,842,1,76737,,2019-01-23,1512.00,226.80,1738.80,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370498,1101,1,76738,,2019-01-23,3149.60,472.44,3622.04,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370501,1,1,76739,,2019-01-23,205.00,30.75,235.75,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370506,1,1,76740,,2019-01-23,10097.00,1488.45,11585.45,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370510,804,1,76741,,2019-01-23,1707.00,256.05,1963.05,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370516,1061,1,76742,,2019-01-23,18502.00,2724.00,21226.00,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370520,401,1,76743,,2019-01-23,1782.00,267.30,2049.30,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370523,1,1,76744,,2019-01-23,1145.00,171.75,1316.75,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370532,1,3,,4,2019-01-24,.00,.00,-13137.95,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370533,401,3,,4,2019-01-24,.00,.00,-2049.30,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370534,804,3,,4,2019-01-24,.00,.00,-1963.05,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370535,842,3,,4,2019-01-24,.00,.00,-1738.80,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370536,1061,3,,4,2019-01-24,.00,.00,-21226.00,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370537,1101,3,,4,2019-01-24,.00,.00,-3622.04,.00,2019-01-24,True,15,2019-01-24 11:30:00.0000000
370539,974,1,76745,,2019-01-24,1728.00,259.20,1987.20,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370541,968,1,76746,,2019-01-24,1728.00,259.20,1987.20,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370546,937,1,76747,,2019-01-24,1231.00,184.65,1415.65,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370552,1012,1,76748,,2019-01-24,2458.20,368.73,2826.93,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370555,401,1,76749,,2019-01-24,888.00,133.20,1021.20,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370561,886,1,76750,,2019-01-24,1653.20,186.42,1839.62,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370565,1,1,76751,,2019-01-24,2581.20,376.92,2958.12,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370571,1,1,76752,,2019-01-24,3671.20,550.68,4221.88,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370575,1086,1,76753,,2019-01-24,1083.00,162.45,1245.45,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370580,1,1,76754,,2019-01-24,5983.20,835.92,6819.12,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370589,1,3,,4,2019-01-25,.00,.00,-13999.12,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370590,401,3,,4,2019-01-25,.00,.00,-1021.20,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
370591,886,3,,4,2019-01-25,.00,.00,-1839.62,.00,2019-01-25,True,5,2019-01-25 11:30:00.0000000
