CustomerTransactionID,CustomerID,TransactionTypeID,InvoiceID,PaymentMethodID,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
292843,401,1,61366,,2016-01-01,2323.00,348.45,2671.45,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292848,401,1,61367,,2016-01-01,1301.20,195.18,1496.38,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292853,845,1,61368,,2016-01-01,965.65,144.85,1110.50,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292854,1,3,,4,2016-01-02,.00,.00,-35779.03,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292855,401,3,,4,2016-01-02,.00,.00,-47521.92,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292856,808,3,,4,2016-01-02,.00,.00,-1060.88,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292857,822,3,,4,2016-01-02,.00,.00,-347.30,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292858,845,3,,4,2016-01-02,.00,.00,-1110.50,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292859,846,3,,4,2016-01-02,.00,.00,-5790.25,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292860,879,3,,4,2016-01-02,.00,.00,-2233.76,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292861,893,3,,4,2016-01-02,.00,.00,-3455.75,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292862,894,3,,4,2016-01-02,.00,.00,-767.74,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292863,919,3,,4,2016-01-02,.00,.00,-2585.20,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292864,922,3,,4,2016-01-02,.00,.00,-550.85,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292865,932,3,,4,2016-01-02,.00,.00,-473.80,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292866,969,3,,4,2016-01-02,.00,.00,-503.13,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292867,977,3,,4,2016-01-02,.00,.00,-1357.00,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292868,1045,3,,4,2016-01-02,.00,.00,-2936.64,.00,2016-01-02,True,18,2016-01-02 11:30:00.0000000
292873,988,1,61369,,2016-01-02,6554.00,983.10,7537.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292877,401,1,61370,,2016-01-02,361.60,54.24,415.84,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292881,1,1,61371,,2016-01-02,3423.00,513.45,3936.45,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292884,1031,1,61372,,2016-01-02,1062.75,159.41,1222.16,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292890,401,1,61373,,2016-01-02,5921.00,888.15,6809.15,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292896,1,1,61374,,2016-01-02,4555.20,683.28,5238.48,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292901,1045,1,61375,,2016-01-02,2850.00,427.50,3277.50,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292906,1,1,61376,,2016-01-02,10456.40,1568.46,12024.86,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292912,863,1,61377,,2016-01-02,917.00,137.55,1054.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292918,1,1,61378,,2016-01-02,2830.00,424.50,3254.50,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292922,838,1,61379,,2016-01-02,271.60,40.74,312.34,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292925,813,1,61380,,2016-01-02,334.00,50.10,384.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292930,823,1,61381,,2016-01-02,7461.60,1119.24,8580.84,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292935,938,1,61382,,2016-01-02,4710.00,706.50,5416.50,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292939,804,1,61383,,2016-01-02,2074.00,311.10,2385.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292942,1042,1,61384,,2016-01-02,1385.60,207.84,1593.44,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292947,1,1,61385,,2016-01-02,5920.00,888.00,6808.00,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292950,401,1,61386,,2016-01-02,4148.00,622.20,4770.20,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292955,1056,1,61387,,2016-01-02,1056.40,158.46,1214.86,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292958,972,1,61388,,2016-01-02,9848.00,1477.20,11325.20,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292963,401,1,61389,,2016-01-02,674.90,101.24,776.14,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292967,401,1,61390,,2016-01-02,474.00,71.10,545.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292972,946,1,61391,,2016-01-02,2859.40,408.39,3267.79,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292977,1,1,61392,,2016-01-02,3101.20,465.18,3566.38,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292982,401,1,61393,,2016-01-02,2174.50,326.18,2500.68,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292988,1012,1,61394,,2016-01-02,17791.20,2668.68,20459.88,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292993,1,1,61395,,2016-01-02,7086.75,1063.01,8149.76,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
292998,988,1,61396,,2016-01-02,4081.00,612.15,4693.15,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293004,1,1,61397,,2016-01-02,2237.00,335.55,2572.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293009,808,1,61398,,2016-01-02,4632.00,694.80,5326.80,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293014,1,1,61399,,2016-01-02,912.00,136.80,1048.80,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293017,401,1,61400,,2016-01-02,898.60,134.79,1033.39,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293023,814,1,61401,,2016-01-02,2471.00,370.65,2841.65,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293029,1,1,61402,,2016-01-02,3082.00,462.30,3544.30,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293033,878,1,61403,,2016-01-02,889.00,133.35,1022.35,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293039,1017,1,61404,,2016-01-02,687.00,103.05,790.05,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293044,401,1,61405,,2016-01-02,2968.00,445.20,3413.20,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293047,898,1,61406,,2016-01-02,282.00,42.30,324.30,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293049,401,1,61407,,2016-01-02,65.00,9.75,74.75,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293055,401,1,61408,,2016-01-02,4662.00,699.30,5361.30,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293060,401,1,61409,,2016-01-02,3796.60,569.49,4366.09,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293062,998,1,61410,,2016-01-02,320.00,48.00,368.00,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293067,1,1,61411,,2016-01-02,4069.40,589.89,4659.29,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293071,1018,1,61412,,2016-01-02,577.00,86.55,663.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293075,1,1,61413,,2016-01-02,2560.00,384.00,2944.00,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293079,1,1,61414,,2016-01-02,2484.50,372.68,2857.18,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293080,1,3,,4,2016-01-03,.00,.00,-60604.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293081,401,3,,4,2016-01-03,.00,.00,-30065.84,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293082,804,3,,4,2016-01-03,.00,.00,-2385.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293083,808,3,,4,2016-01-03,.00,.00,-5326.80,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293084,813,3,,4,2016-01-03,.00,.00,-384.10,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293085,814,3,,4,2016-01-03,.00,.00,-2841.65,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293086,823,3,,4,2016-01-03,.00,.00,-8580.84,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293087,838,3,,4,2016-01-03,.00,.00,-312.34,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293088,863,3,,4,2016-01-03,.00,.00,-1054.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293089,878,3,,4,2016-01-03,.00,.00,-1022.35,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293090,898,3,,4,2016-01-03,.00,.00,-324.30,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293091,938,3,,4,2016-01-03,.00,.00,-5416.50,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293092,946,3,,4,2016-01-03,.00,.00,-3267.79,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293093,972,3,,4,2016-01-03,.00,.00,-11325.20,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293094,988,3,,4,2016-01-03,.00,.00,-12230.25,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293095,998,3,,4,2016-01-03,.00,.00,-368.00,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293096,1012,3,,4,2016-01-03,.00,.00,-20459.88,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293097,1017,3,,4,2016-01-03,.00,.00,-790.05,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293098,1018,3,,4,2016-01-03,.00,.00,-663.55,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293099,1031,3,,4,2016-01-03,.00,.00,-1222.16,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293100,1042,3,,4,2016-01-03,.00,.00,-1593.44,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293101,1045,3,,4,2016-01-03,.00,.00,-3277.50,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293102,1056,3,,4,2016-01-03,.00,.00,-1214.86,.00,2016-01-03,True,15,2016-01-03 11:30:00.0000000
293129,830,1,61415,,2016-01-04,2240.00,336.00,2576.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293131,1,1,61416,,2016-01-04,710.40,106.56,816.96,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293133,1,1,61417,,2016-01-04,875.00,131.25,1006.25,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293135,1,1,61418,,2016-01-04,1080.00,162.00,1242.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293137,401,1,61419,,2016-01-04,1080.00,162.00,1242.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293139,874,1,61420,,2016-01-04,1080.00,162.00,1242.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293144,401,1,61421,,2016-01-04,3608.80,541.32,4150.12,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293150,967,1,61422,,2016-01-04,536.00,80.40,616.40,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293153,1,1,61423,,2016-01-04,2008.80,301.32,2310.12,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293157,1,1,61424,,2016-01-04,393.00,58.95,451.95,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293162,401,1,61425,,2016-01-04,5167.40,775.11,5942.51,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293168,967,1,61426,,2016-01-04,2919.00,437.85,3356.85,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293172,982,1,61427,,2016-01-04,3454.80,425.88,3880.68,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293175,401,1,61428,,2016-01-04,1739.00,260.85,1999.85,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293181,909,1,61429,,2016-01-04,1316.60,187.23,1503.83,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293187,1017,1,61430,,2016-01-04,5630.40,772.74,6403.14,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293190,825,1,61431,,2016-01-04,7990.00,1198.50,9188.50,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293195,1,1,61432,,2016-01-04,2506.00,375.90,2881.90,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293200,1006,1,61433,,2016-01-04,1163.60,174.54,1338.14,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293203,1,1,61434,,2016-01-04,416.00,62.40,478.40,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293209,854,1,61435,,2016-01-04,1030.80,154.62,1185.42,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293213,870,1,61436,,2016-01-04,418.75,62.81,481.56,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293218,401,1,61437,,2016-01-04,4639.40,695.91,5335.31,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293223,1045,1,61438,,2016-01-04,2463.00,369.45,2832.45,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293226,828,1,61439,,2016-01-04,799.20,119.88,919.08,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293230,1,1,61440,,2016-01-04,576.00,86.40,662.40,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293235,1,1,61441,,2016-01-04,860.00,129.00,989.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293240,401,1,61442,,2016-01-04,4087.00,613.05,4700.05,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293246,401,1,61443,,2016-01-04,3900.00,585.00,4485.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293249,1,1,61444,,2016-01-04,3240.00,486.00,3726.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293255,401,1,61445,,2016-01-04,2562.00,291.96,2853.96,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293258,401,1,61446,,2016-01-04,512.00,76.80,588.80,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293263,1,1,61447,,2016-01-04,2820.00,423.00,3243.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293266,1,1,61448,,2016-01-04,216.00,32.40,248.40,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293271,1,1,61449,,2016-01-04,1309.00,196.35,1505.35,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293277,1019,1,61450,,2016-01-04,1519.00,227.85,1746.85,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293282,976,1,61451,,2016-01-04,881.00,132.15,1013.15,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293288,863,1,61452,,2016-01-04,5690.00,853.50,6543.50,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293291,808,1,61453,,2016-01-04,437.00,65.55,502.55,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293296,401,1,61454,,2016-01-04,659.00,98.85,757.85,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293300,401,1,61455,,2016-01-04,1600.00,240.00,1840.00,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293305,941,1,61456,,2016-01-04,1634.00,245.10,1879.10,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293310,998,1,61457,,2016-01-04,1965.00,294.75,2259.75,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293315,889,1,61458,,2016-01-04,2412.60,361.89,2774.49,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293319,831,1,61459,,2016-01-04,1993.60,216.96,2210.56,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293323,401,1,61460,,2016-01-04,1395.00,209.25,1604.25,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293328,1,1,61461,,2016-01-04,2638.00,378.30,3016.30,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293334,860,1,61462,,2016-01-04,4199.60,629.94,4829.54,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293339,848,1,61463,,2016-01-04,1058.50,158.78,1217.28,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293342,985,1,61464,,2016-01-04,495.00,74.25,569.25,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293348,924,1,61465,,2016-01-04,1851.50,277.73,2129.23,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293351,1,1,61466,,2016-01-04,1479.60,191.16,1670.76,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293354,401,1,61467,,2016-01-04,2530.00,379.50,2909.50,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293358,1,1,61468,,2016-01-04,8298.00,1244.70,9542.70,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
293363,1,1,61469,,2016-01-04,1239.00,185.85,1424.85,.00,2016-01-05,True,20,2016-01-05 11:30:00.0000000
