PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
15721,3991,98,2371,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2371,6,96.00,2020-01-06,True,17,2020-01-06 07:00:00.0000000
15722,3992,193,1322,Black and orange glass with care despatch tape 48mmx75m,1322,7,38.40,2020-01-06,True,17,2020-01-06 07:00:00.0000000
15723,3992,204,1682,Tape dispenser (Red),1682,7,170.00,2020-01-06,True,17,2020-01-06 07:00:00.0000000
15724,3993,77,2115,"The Gu" red shirt XML tag t-shirt (White) XXS,2115,6,84.00,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15725,3993,78,2195,"The Gu" red shirt XML tag t-shirt (White) XS,2195,6,84.00,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15726,3993,86,2357,"The Gu" red shirt XML tag t-shirt (White) 5XL,2357,6,96.00,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15727,3993,98,2369,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2369,6,96.00,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15728,3994,193,1320,Black and orange glass with care despatch tape 48mmx75m,1320,7,38.40,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15729,3994,204,1680,Tape dispenser (Red),1680,7,170.00,2020-01-07,True,15,2020-01-07 07:00:00.0000000
15730,3995,77,2113,"The Gu" red shirt XML tag t-shirt (White) XXS,2113,6,84.00,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15731,3995,78,2193,"The Gu" red shirt XML tag t-shirt (White) XS,2193,6,84.00,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15732,3995,86,2355,"The Gu" red shirt XML tag t-shirt (White) 5XL,2355,6,96.00,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15733,3995,98,2367,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2367,6,96.00,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15734,3996,193,1318,Black and orange glass with care despatch tape 48mmx75m,1318,7,38.40,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15735,3996,204,1678,Tape dispenser (Red),1678,7,170.00,2020-01-08,True,12,2020-01-08 07:00:00.0000000
15736,3997,77,2111,"The Gu" red shirt XML tag t-shirt (White) XXS,2111,6,84.00,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15737,3997,78,2191,"The Gu" red shirt XML tag t-shirt (White) XS,2191,6,84.00,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15738,3997,86,2353,"The Gu" red shirt XML tag t-shirt (White) 5XL,2353,6,96.00,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15739,3997,98,2366,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2366,6,96.00,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15740,3998,193,1316,Black and orange glass with care despatch tape 48mmx75m,1316,7,38.40,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15741,3998,204,1676,Tape dispenser (Red),1676,7,170.00,2020-01-09,True,2,2020-01-09 07:00:00.0000000
15742,3999,77,2109,"The Gu" red shirt XML tag t-shirt (White) XXS,2109,6,84.00,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15743,3999,78,2189,"The Gu" red shirt XML tag t-shirt (White) XS,2189,6,84.00,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15744,3999,86,2351,"The Gu" red shirt XML tag t-shirt (White) 5XL,2351,6,96.00,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15745,3999,98,2364,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2364,6,96.00,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15746,4000,193,1314,Black and orange glass with care despatch tape 48mmx75m,1314,7,38.40,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15747,4000,204,1674,Tape dispenser (Red),1674,7,170.00,2020-01-10,True,3,2020-01-10 07:00:00.0000000
15748,4001,77,2107,"The Gu" red shirt XML tag t-shirt (White) XXS,2107,6,84.00,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15749,4001,78,2187,"The Gu" red shirt XML tag t-shirt (White) XS,2187,6,84.00,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15750,4001,86,2349,"The Gu" red shirt XML tag t-shirt (White) 5XL,2349,6,96.00,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15751,4001,98,2362,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2362,6,96.00,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15752,4002,193,1312,Black and orange glass with care despatch tape 48mmx75m,1312,7,38.40,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15753,4002,204,1672,Tape dispenser (Red),1672,7,170.00,2020-01-13,True,20,2020-01-13 07:00:00.0000000
15754,4003,77,2105,"The Gu" red shirt XML tag t-shirt (White) XXS,2105,6,84.00,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15755,4003,78,2185,"The Gu" red shirt XML tag t-shirt (White) XS,2185,6,84.00,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15756,4003,86,2347,"The Gu" red shirt XML tag t-shirt (White) 5XL,2347,6,96.00,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15757,4003,98,2360,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2360,6,96.00,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15758,4004,193,1310,Black and orange glass with care despatch tape 48mmx75m,1310,7,38.40,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15759,4004,204,1670,Tape dispenser (Red),1670,7,170.00,2020-01-14,True,14,2020-01-14 07:00:00.0000000
15760,4005,77,2103,"The Gu" red shirt XML tag t-shirt (White) XXS,2103,6,84.00,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15761,4005,78,2183,"The Gu" red shirt XML tag t-shirt (White) XS,2183,6,84.00,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15762,4005,86,2345,"The Gu" red shirt XML tag t-shirt (White) 5XL,2345,6,96.00,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15763,4005,98,2358,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2358,6,96.00,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15764,4006,193,1308,Black and orange glass with care despatch tape 48mmx75m,1308,7,38.40,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15765,4006,204,1681,Tape dispenser (Red),1681,7,170.00,2020-01-15,True,13,2020-01-15 07:00:00.0000000
15766,4007,77,2101,"The Gu" red shirt XML tag t-shirt (White) XXS,2101,6,84.00,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15767,4007,78,2191,"The Gu" red shirt XML tag t-shirt (White) XS,2191,6,84.00,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15768,4007,86,2343,"The Gu" red shirt XML tag t-shirt (White) 5XL,2343,6,96.00,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15769,4007,98,2356,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2356,6,96.00,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15770,4008,193,1306,Black and orange glass with care despatch tape 48mmx75m,1306,7,38.40,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15771,4008,204,1679,Tape dispenser (Red),1679,7,170.00,2020-01-16,True,20,2020-01-16 07:00:00.0000000
15772,4009,77,2099,"The Gu" red shirt XML tag t-shirt (White) XXS,2099,6,84.00,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15773,4009,78,2189,"The Gu" red shirt XML tag t-shirt (White) XS,2189,6,84.00,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15774,4009,86,2341,"The Gu" red shirt XML tag t-shirt (White) 5XL,2341,6,96.00,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15775,4009,98,2354,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2354,6,96.00,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15776,4010,193,1304,Black and orange glass with care despatch tape 48mmx75m,1304,7,38.40,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15777,4010,204,1677,Tape dispenser (Red),1677,7,170.00,2020-01-17,True,5,2020-01-17 07:00:00.0000000
15778,4011,77,2097,"The Gu" red shirt XML tag t-shirt (White) XXS,2097,6,84.00,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15779,4011,78,2187,"The Gu" red shirt XML tag t-shirt (White) XS,2187,6,84.00,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15780,4011,86,2339,"The Gu" red shirt XML tag t-shirt (White) 5XL,2339,6,96.00,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15781,4011,98,2352,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2352,6,96.00,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15782,4012,193,1302,Black and orange glass with care despatch tape 48mmx75m,1302,7,38.40,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15783,4012,204,1675,Tape dispenser (Red),1675,7,170.00,2020-01-20,True,9,2020-01-20 07:00:00.0000000
15784,4013,77,2095,"The Gu" red shirt XML tag t-shirt (White) XXS,2095,6,84.00,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15785,4013,78,2193,"The Gu" red shirt XML tag t-shirt (White) XS,2193,6,84.00,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15786,4013,86,2337,"The Gu" red shirt XML tag t-shirt (White) 5XL,2337,6,96.00,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15787,4013,98,2350,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2350,6,96.00,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15788,4014,193,1300,Black and orange glass with care despatch tape 48mmx75m,1300,7,38.40,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15789,4014,204,1673,Tape dispenser (Red),1673,7,170.00,2020-01-21,True,19,2020-01-21 07:00:00.0000000
15790,4015,77,2093,"The Gu" red shirt XML tag t-shirt (White) XXS,2093,6,84.00,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15791,4015,78,2191,"The Gu" red shirt XML tag t-shirt (White) XS,2191,6,84.00,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15792,4015,86,2335,"The Gu" red shirt XML tag t-shirt (White) 5XL,2335,6,96.00,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15793,4015,98,2348,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2348,6,96.00,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15794,4016,193,1298,Black and orange glass with care despatch tape 48mmx75m,1298,7,38.40,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15795,4016,204,1671,Tape dispenser (Red),1671,7,170.00,2020-01-22,True,6,2020-01-22 07:00:00.0000000
15796,4017,77,2091,"The Gu" red shirt XML tag t-shirt (White) XXS,2091,6,84.00,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15797,4017,78,2189,"The Gu" red shirt XML tag t-shirt (White) XS,2189,6,84.00,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15798,4017,86,2333,"The Gu" red shirt XML tag t-shirt (White) 5XL,2333,6,96.00,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15799,4017,98,2346,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2346,6,96.00,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15800,4018,193,1296,Black and orange glass with care despatch tape 48mmx75m,1296,7,38.40,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15801,4018,204,1669,Tape dispenser (Red),1669,7,170.00,2020-01-23,True,19,2020-01-23 07:00:00.0000000
15802,4019,77,2089,"The Gu" red shirt XML tag t-shirt (White) XXS,2089,6,84.00,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15803,4019,78,2187,"The Gu" red shirt XML tag t-shirt (White) XS,2187,6,84.00,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15804,4019,86,2331,"The Gu" red shirt XML tag t-shirt (White) 5XL,2331,6,96.00,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15805,4019,98,2344,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2344,6,96.00,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15806,4020,193,1294,Black and orange glass with care despatch tape 48mmx75m,1294,7,38.40,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15807,4020,204,1667,Tape dispenser (Red),1667,7,170.00,2020-01-24,True,2,2020-01-24 07:00:00.0000000
15808,4021,77,2087,"The Gu" red shirt XML tag t-shirt (White) XXS,2087,6,84.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15809,4021,78,2185,"The Gu" red shirt XML tag t-shirt (White) XS,2185,6,84.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15810,4021,86,2329,"The Gu" red shirt XML tag t-shirt (White) 5XL,2329,6,96.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15811,4021,98,2342,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2342,6,96.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15812,4022,193,1292,Black and orange glass with care despatch tape 48mmx75m,1292,7,38.40,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15813,4022,204,1665,Tape dispenser (Red),1665,7,170.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15814,4023,98,9,"The Gu" red shirt XML tag t-shirt (Black) 4XL,9,6,96.00,2020-01-27,True,13,2020-01-27 07:00:00.0000000
15815,4024,77,2084,"The Gu" red shirt XML tag t-shirt (White) XXS,2084,6,84.00,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15816,4024,78,2182,"The Gu" red shirt XML tag t-shirt (White) XS,2182,6,84.00,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15817,4024,86,2326,"The Gu" red shirt XML tag t-shirt (White) 5XL,2326,6,96.00,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15818,4024,98,2350,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2350,6,96.00,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15819,4025,193,1288,Black and orange glass with care despatch tape 48mmx75m,1288,7,38.40,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15820,4025,204,1664,Tape dispenser (Red),1664,7,170.00,2020-01-28,True,16,2020-01-28 07:00:00.0000000
15821,4026,77,2082,"The Gu" red shirt XML tag t-shirt (White) XXS,2082,6,84.00,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15822,4026,78,2180,"The Gu" red shirt XML tag t-shirt (White) XS,2180,6,84.00,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15823,4026,86,2324,"The Gu" red shirt XML tag t-shirt (White) 5XL,2324,6,96.00,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15824,4026,98,2348,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2348,6,96.00,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15825,4027,193,1286,Black and orange glass with care despatch tape 48mmx75m,1286,7,38.40,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15826,4027,204,1662,Tape dispenser (Red),1662,7,170.00,2020-01-29,True,4,2020-01-29 07:00:00.0000000
15827,4028,77,2080,"The Gu" red shirt XML tag t-shirt (White) XXS,2080,6,84.00,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15828,4028,78,2178,"The Gu" red shirt XML tag t-shirt (White) XS,2178,6,84.00,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15829,4028,86,2322,"The Gu" red shirt XML tag t-shirt (White) 5XL,2322,6,96.00,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15830,4028,98,2346,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2346,6,96.00,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15831,4029,193,1284,Black and orange glass with care despatch tape 48mmx75m,1284,7,38.40,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15832,4029,204,1660,Tape dispenser (Red),1660,7,170.00,2020-01-30,True,11,2020-01-30 07:00:00.0000000
15833,4030,77,2078,"The Gu" red shirt XML tag t-shirt (White) XXS,2078,6,84.00,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15834,4030,78,2176,"The Gu" red shirt XML tag t-shirt (White) XS,2176,6,84.00,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15835,4030,86,2320,"The Gu" red shirt XML tag t-shirt (White) 5XL,2320,6,96.00,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15836,4030,98,2344,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2344,6,96.00,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15837,4031,193,1282,Black and orange glass with care despatch tape 48mmx75m,1282,7,38.40,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15838,4031,204,1658,Tape dispenser (Red),1658,7,170.00,2020-01-31,True,12,2020-01-31 07:00:00.0000000
15839,4032,77,2076,"The Gu" red shirt XML tag t-shirt (White) XXS,2076,6,84.00,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15840,4032,78,2174,"The Gu" red shirt XML tag t-shirt (White) XS,2174,6,84.00,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15841,4032,86,2318,"The Gu" red shirt XML tag t-shirt (White) 5XL,2318,6,96.00,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15842,4032,98,2342,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2342,6,96.00,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15843,4033,193,1280,Black and orange glass with care despatch tape 48mmx75m,1280,7,38.40,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15844,4033,204,1656,Tape dispenser (Red),1656,7,170.00,2020-02-03,True,5,2020-02-03 07:00:00.0000000
15845,4034,77,2074,"The Gu" red shirt XML tag t-shirt (White) XXS,2074,6,84.00,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15846,4034,78,2172,"The Gu" red shirt XML tag t-shirt (White) XS,2172,6,84.00,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15847,4034,86,2316,"The Gu" red shirt XML tag t-shirt (White) 5XL,2316,6,96.00,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15848,4034,98,2340,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2340,6,96.00,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15849,4035,193,1278,Black and orange glass with care despatch tape 48mmx75m,1278,7,38.40,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15850,4035,204,1662,Tape dispenser (Red),1662,7,170.00,2020-02-04,True,2,2020-02-04 07:00:00.0000000
15851,4036,77,2072,"The Gu" red shirt XML tag t-shirt (White) XXS,2072,6,84.00,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15852,4036,78,2170,"The Gu" red shirt XML tag t-shirt (White) XS,2170,6,84.00,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15853,4036,86,2314,"The Gu" red shirt XML tag t-shirt (White) 5XL,2314,6,96.00,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15854,4036,98,2338,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2338,6,96.00,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15855,4037,193,1276,Black and orange glass with care despatch tape 48mmx75m,1276,7,38.40,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15856,4037,204,1660,Tape dispenser (Red),1660,7,170.00,2020-02-05,True,6,2020-02-05 07:00:00.0000000
15857,4038,77,2070,"The Gu" red shirt XML tag t-shirt (White) XXS,2070,6,84.00,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15858,4038,78,2168,"The Gu" red shirt XML tag t-shirt (White) XS,2168,6,84.00,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15859,4038,86,2313,"The Gu" red shirt XML tag t-shirt (White) 5XL,2313,6,96.00,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15860,4038,98,2336,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2336,6,96.00,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15861,4039,193,1274,Black and orange glass with care despatch tape 48mmx75m,1274,7,38.40,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15862,4039,204,1658,Tape dispenser (Red),1658,7,170.00,2020-02-06,True,18,2020-02-06 07:00:00.0000000
15863,4040,77,2068,"The Gu" red shirt XML tag t-shirt (White) XXS,2068,6,84.00,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15864,4040,78,2166,"The Gu" red shirt XML tag t-shirt (White) XS,2166,6,84.00,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15865,4040,86,2311,"The Gu" red shirt XML tag t-shirt (White) 5XL,2311,6,96.00,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15866,4040,98,2334,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2334,6,96.00,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15867,4041,193,1272,Black and orange glass with care despatch tape 48mmx75m,1272,7,38.40,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15868,4041,204,1656,Tape dispenser (Red),1656,7,170.00,2020-02-07,True,16,2020-02-07 07:00:00.0000000
15869,4042,77,2066,"The Gu" red shirt XML tag t-shirt (White) XXS,2066,6,84.00,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15870,4042,78,2165,"The Gu" red shirt XML tag t-shirt (White) XS,2165,6,84.00,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15871,4042,86,2309,"The Gu" red shirt XML tag t-shirt (White) 5XL,2309,6,96.00,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15872,4042,98,2332,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2332,6,96.00,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15873,4043,193,1270,Black and orange glass with care despatch tape 48mmx75m,1270,7,38.40,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15874,4043,204,1654,Tape dispenser (Red),1654,7,170.00,2020-02-10,True,10,2020-02-10 07:00:00.0000000
15875,4044,77,2064,"The Gu" red shirt XML tag t-shirt (White) XXS,2064,6,84.00,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15876,4044,78,2163,"The Gu" red shirt XML tag t-shirt (White) XS,2163,6,84.00,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15877,4044,86,2307,"The Gu" red shirt XML tag t-shirt (White) 5XL,2307,6,96.00,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15878,4044,98,2330,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2330,6,96.00,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15879,4045,193,1268,Black and orange glass with care despatch tape 48mmx75m,1268,7,38.40,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15880,4045,204,1652,Tape dispenser (Red),1652,7,170.00,2020-02-11,True,19,2020-02-11 07:00:00.0000000
15881,4046,77,2062,"The Gu" red shirt XML tag t-shirt (White) XXS,2062,6,84.00,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15882,4046,78,2161,"The Gu" red shirt XML tag t-shirt (White) XS,2161,6,84.00,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15883,4046,86,2305,"The Gu" red shirt XML tag t-shirt (White) 5XL,2305,6,96.00,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15884,4046,98,2328,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2328,6,96.00,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15885,4047,193,1266,Black and orange glass with care despatch tape 48mmx75m,1266,7,38.40,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15886,4047,204,1650,Tape dispenser (Red),1650,7,170.00,2020-02-12,True,20,2020-02-12 07:00:00.0000000
15887,4048,77,2064,"The Gu" red shirt XML tag t-shirt (White) XXS,2064,6,84.00,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15888,4048,78,2159,"The Gu" red shirt XML tag t-shirt (White) XS,2159,6,84.00,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15889,4048,86,2303,"The Gu" red shirt XML tag t-shirt (White) 5XL,2303,6,96.00,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15890,4048,98,2334,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2334,6,96.00,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15891,4049,193,1273,Black and orange glass with care despatch tape 48mmx75m,1273,7,38.40,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15892,4049,204,1648,Tape dispenser (Red),1648,7,170.00,2020-02-13,True,20,2020-02-13 07:00:00.0000000
15893,4050,77,2062,"The Gu" red shirt XML tag t-shirt (White) XXS,2062,6,84.00,2020-02-14,True,15,2020-02-14 07:00:00.0000000
15894,4050,78,2157,"The Gu" red shirt XML tag t-shirt (White) XS,2157,6,84.00,2020-02-14,True,15,2020-02-14 07:00:00.0000000
15895,4050,86,2301,"The Gu" red shirt XML tag t-shirt (White) 5XL,2301,6,96.00,2020-02-14,True,15,2020-02-14 07:00:00.0000000
15896,4050,98,2332,"The Gu" red shirt XML tag t-shirt (Black) 4XL,2332,6,96.00,2020-02-14,True,15,2020-02-14 07:00:00.0000000
15897,4051,193,1271,Black and orange glass with care despatch tape 48mmx75m,1271,7,38.40,2020-02-14,True,15,2020-02-14 07:00:00.0000000
15898,4051,204,1646,Tape dispenser (Red),1646,7,170.00,2020-02-14,True,15,2020-02-14 07:00:00.0000000
